t E e M
s erg erg g
174.186611418977 5.503508144507663e+50 1.3121727556497767e+50 1.9908921926181868e+33
177.017462830772 5.527434743640707e+50 1.3304328381028758e+50 1.99089053990841e+33
179.861743080228 5.5514812649524836e+50 1.3485931515497263e+50 1.990888978963267e+33
182.722633069402 5.575388248839735e+50 1.366853471495995e+50 1.990887494658034e+33
185.60387693958 5.599182743558229e+50 1.3852279777787488e+50 1.9908860726222808e+33
188.504357445818 5.623187502564171e+50 1.4035730639205528e+50 1.990884705422744e+33
191.427853619168 5.647559593528006e+50 1.42193089272692e+50 1.9908833811403463e+33
194.380547230264 5.6724825251705925e+50 1.4403483426517524e+50 1.990882092494387e+33
197.364571627495 5.6973882962671065e+50 1.4588613163371219e+50 1.9908808337217547e+33
200.386044019052 5.722320065533942e+50 1.4775985018839008e+50 1.9908795965809632e+33
203.448584971606 5.747128706404618e+50 1.4965519058316816e+50 1.9908783767291368e+33
206.557782707187 5.771929123816318e+50 1.5156095750231042e+50 1.9908771684895442e+33
209.70910458608 5.797136728627834e+50 1.5347173685535347e+50 1.9908759725792684e+33
212.898285420946 5.822577575676974e+50 1.55390558570304e+50 1.9908747872894436e+33
216.109501041254 5.848223557967604e+50 1.573104932764923e+50 1.9908736174368042e+33
219.334809056211 5.874338122616435e+50 1.592370145473826e+50 1.9908724639310024e+33
222.572406952545 5.9006046666470634e+50 1.6116579341787403e+50 1.9908713240907582e+33
225.822595334204 5.926884680253582e+50 1.6309370902107286e+50 1.990870198062727e+33
229.085134281076 5.953146330471531e+50 1.6501957042623784e+50 1.9908690829820358e+33
232.364787559832 5.979264544369981e+50 1.6695640837610605e+50 1.9908679731460532e+33
235.668122645256 6.005410365914717e+50 1.689183011666316e+50 1.9908668695423077e+33
238.999687879894 6.031799372553809e+50 1.7088149239714175e+50 1.990865771050235e+33
242.365958208638 6.058102202289183e+50 1.7283536947646648e+50 1.9908646725694822e+33
245.771845195259 6.084261895107028e+50 1.747855413577794e+50 1.9908635735053636e+33
249.222863864832 6.110633922283011e+50 1.7677247661698434e+50 1.990862471006074e+33
252.724757829017 6.137406127390471e+50 1.7875564815046641e+50 1.9908613644114757e+33
256.282646631614 6.164811931103125e+50 1.807359253778852e+50 1.990860252745392e+33
259.90449310854 6.192761465824627e+50 1.8277690221911367e+50 1.9908591338800858e+33
263.597066625075 6.221343839338859e+50 1.8482328309568996e+50 1.9908580071372492e+33
267.365786977642 6.250169155846145e+50 1.869224190582734e+50 1.9908568698689985e+33
271.214542779668 6.279259645819778e+50 1.8904154234264348e+50 1.9908557244519675e+33
275.142610445265 6.308588266749949e+50 1.9119299841710364e+50 1.990854573377253e+33
279.150780681708 6.338233193735579e+50 1.933418155675376e+50 1.9908534235961165e+33
283.230291938208 6.368342932367321e+50 1.9554094638506893e+50 1.9908522736382062e+33
287.361452636733 6.398529202287915e+50 1.9772107512172214e+50 1.9908511366935805e+33
291.517666481882 6.428519539618239e+50 1.998841599236626e+50 1.990849953661317e+33
295.692796533771 6.458178570357985e+50 2.0205322160304376e+50 1.990848683851501e+33
299.890281802501 6.487439437238404e+50 2.0417754284089067e+50 1.9908473492959316e+33
304.112328579574 6.516828257183675e+50 2.06250900225028e+50 1.990845992813951e+33
308.361251316655 6.546634329083537e+50 2.0831898392480954e+50 1.990844645729533e+33
312.639911484579 6.576765376479194e+50 2.103621499946809e+50 1.990843315081629e+33
316.952413451863 6.607191318564559e+50 2.1237742464934403e+50 1.990841996227056e+33
321.303468834811 6.638226703042934e+50 2.1438047206009543e+50 1.9908406863581826e+33
325.696763387518 6.670000322280085e+50 2.164087078667335e+50 1.9908393868657375e+33
330.136631644688 6.702333881133489e+50 2.1847427909088027e+50 1.99083810161313e+33
334.630873359245 6.735162502481352e+50 2.205889340982509e+50 1.9908368331696586e+33
339.185753066257 6.768380078949835e+50 2.2276240872092366e+50 1.9908355820062126e+33
343.803665772197 6.801958319997367e+50 2.250012404549208e+50 1.990834347586211e+33
348.484517348183 6.8354135527468434e+50 2.2731104251158617e+50 1.9908331278537437e+33
353.232016439504 6.868007026493972e+50 2.296759527201363e+50 1.9908319231413717e+33
358.055771296396 6.899860677165028e+50 2.3204765901584147e+50 1.990830739218276e+33
362.969063981396 6.931203026960013e+50 2.3438133262510468e+50 1.990829590045237e+33
367.97260370858 6.962779354463461e+50 2.3665995424939103e+50 1.9908285014006893e+33
373.080285057618 6.9949233578994546e+50 2.389260048252057e+50 1.99082710125983e+33
378.303126945934 7.028234019042418e+50 2.4119155993567458e+50 1.990825245731868e+33
383.650189479431 7.063453514507785e+50 2.4342119251432453e+50 1.9908232322830374e+33
389.141376241107 7.100863226418011e+50 2.456899479204474e+50 1.990821233184475e+33
394.792680287746 7.140359307810587e+50 2.4802955163805e+50 1.9908192074518996e+33
400.611974594211 7.182411219952807e+50 2.50504142936966e+50 1.990817154217734e+33
406.62303117311 7.225248063122161e+50 2.532140472687384e+50 1.9908150973316878e+33
412.844249588659 7.263507774619801e+50 2.562893673170543e+50 1.9908130425913546e+33
419.261742547732 7.30241379282611e+50 2.5938025177878355e+50 1.9908109898777883e+33
425.840489218794 7.342597170718636e+50 2.6230052661676545e+50 1.990808948666175e+33
432.5504841713 7.383647825611284e+50 2.652064307277498e+50 1.990806927739484e+33
439.398007907663 7.425454668241522e+50 2.6803965726025814e+50 1.990804922010827e+33
446.374800234895 7.469215861870224e+50 2.708295352958124e+50 1.9908029333203124e+33
453.470525838238 7.515522192559924e+50 2.736579735040294e+50 1.990800958006215e+33
460.675646934882 7.56207702595539e+50 2.7658432047884163e+50 1.9907989975397018e+33
467.947866018125 7.604197401034145e+50 2.7991287741871542e+50 1.990797062063881e+33
475.272491859125 7.646393720855584e+50 2.8319835934544365e+50 1.9907951623536588e+33
482.881218673582 7.6927754001157e+50 2.861512336996244e+50 1.9907932484125985e+33
490.736502043902 7.741407839953736e+50 2.8919552201766072e+50 1.9907913409228387e+33
498.634979712011 7.786256087906486e+50 2.925397653461901e+50 1.9907894824394298e+33
506.470864671574 7.830275028168781e+50 2.9595829101258077e+50 1.9907876711656286e+33
514.323870536087 7.878110367718934e+50 2.9879470218489466e+50 1.9907859054443456e+33
522.2318020265 7.925318897786986e+50 3.0174070188414977e+50 1.9907841937279487e+33
530.096764832213 7.968804781282546e+50 3.0516971381641063e+50 1.9907825669306495e+33
537.815003658961 8.013149614868022e+50 3.082806068669166e+50 1.9907808168380293e+33
545.667062627882 8.057784715545238e+50 3.115309254094898e+50 1.9907788574524315e+33
553.483908656863 8.100981307523978e+50 3.1462880388615696e+50 1.990776922002227e+33
561.060077951171 8.143408350884732e+50 3.1781829212112808e+50 1.990775057159187e+33
568.476546356116 8.184277947072116e+50 3.207126077873781e+50 1.9907732633978044e+33
575.569323437173 8.22286382148736e+50 3.236981069663133e+50 1.9907715969853263e+33
582.416732942245 8.259870386176828e+50 3.265819053412562e+50 1.990770035870153e+33
589.120169549533 8.295865361292138e+50 3.2932151605702918e+50 1.990768559003817e+33
595.70950391138 8.330836888093878e+50 3.3192838648426044e+50 1.9907671655397899e+33
602.181318230719 8.364701101138988e+50 3.3443936268413583e+50 1.990765858762713e+33
608.686036777438 8.39870093549367e+50 3.368569524343928e+50 1.990764618577445e+33
615.260026670636 8.432836078120822e+50 3.3922642084558893e+50 1.9907634261674594e+33
621.842533259261 8.466469048846186e+50 3.4154739695589773e+50 1.9907623147742318e+33
628.478201060839 8.500041554543675e+50 3.4382693957725185e+50 1.990761306066234e+33
635.270955116038 8.534482748583701e+50 3.4614217695199313e+50 1.9907604416726744e+33
642.244679281456 8.56960869871977e+50 3.485567023454704e+50 1.99075992416194e+33
649.346627864538 8.604783881538817e+50 3.509836545845044e+50 1.990758068691286e+33
656.580686739153 8.639974514630576e+50 3.5342043624004503e+50 1.990755331703643e+33
664.019287684458 8.675841964916029e+50 3.557900236913449e+50 1.9907523205897234e+33
671.852833815521 8.713548182403043e+50 3.583336378562901e+50 1.9907489783076748e+33
680.201663442292 8.753786839453407e+50 3.6088902134026123e+50 1.99074553006629e+33
688.991321133439 8.796492719697817e+50 3.6342749856810854e+50 1.990741979723714e+33
698.124012617832 8.841384651371962e+50 3.6596574622320637e+50 1.9907384764648334e+33
707.350235608057 8.886189648170318e+50 3.6857517794211214e+50 1.9907351191529098e+33
716.262288219188 8.928350402355677e+50 3.7122282128664344e+50 1.9907320154001256e+33
724.742495764696 8.968741009043581e+50 3.738449242109553e+50 1.9907291721655433e+33
732.800346825893 9.006992534733733e+50 3.763273267173821e+50 1.990726555543838e+33
740.205050723083 9.040738184120399e+50 3.78721860689648e+50 1.9907242161853223e+33
747.307577442665 9.073066487347309e+50 3.81113957786798e+50 1.9907220229012342e+33
754.276894926022 9.104088798998658e+50 3.833134145606746e+50 1.9907199150093456e+33
761.16056124124 9.133111276834087e+50 3.855062020516827e+50 1.9907178814440415e+33
767.955131638198 9.162173965434897e+50 3.87682388702818e+50 1.9907159196914e+33
775.100828571728 9.19444538961006e+50 3.896689499522294e+50 1.99071388679266e+33
783.116762827563 9.231140445174433e+50 3.9178518641322726e+50 1.990711646715023e+33
791.699464588011 9.267604961100961e+50 3.940688384173695e+50 1.9907092920594114e+33
800.099516211555 9.302797380193786e+50 3.964319520763599e+50 1.9907070240988993e+33
808.269987459487 9.33836570063009e+50 3.986090055555522e+50 1.9907048450111735e+33
816.839874325124 9.377737992420861e+50 4.00683827651217e+50 1.9907025981259414e+33
825.386288078881 9.413250550519964e+50 4.028391427582713e+50 1.9907004156572993e+33
833.43098156278 9.445548572898196e+50 4.049517286345058e+50 1.9906983724162318e+33
841.273214705153 9.478355859483583e+50 4.0737643359227764e+50 1.9906964060408346e+33
849.065747710574 9.511989027770343e+50 4.093403388642153e+50 1.9906944753086192e+33
857.51035711831 9.5462410537974e+50 4.112248876011441e+50 1.9906924252135433e+33
865.835068548135 9.578627893527038e+50 4.134045915936751e+50 1.9906904178592323e+33
873.898306522818 9.61081053646553e+50 4.156578195497003e+50 1.9906884890244927e+33
881.911508910352 9.644002521139181e+50 4.176730238535147e+50 1.9906866057605079e+33
890.389180772362 9.678470425481468e+50 4.196669813497211e+50 1.9906846464543677e+33
899.379647562597 9.712880986536708e+50 4.21704585393421e+50 1.9906826053317568e+33
908.159405078599 9.747470230482176e+50 4.2393210336231215e+50 1.9906806489191285e+33
916.740064170841 9.783590967475636e+50 4.261923590914528e+50 1.9906787730624458e+33
924.990064343276 9.81451777261469e+50 4.279805408886314e+50 1.990677002913776e+33
932.830486478206 9.843580718074555e+50 4.298090344996869e+50 1.9906753523620813e+33
940.536602933011 9.873747846735622e+50 4.318816416224147e+50 1.99067375931433e+33
948.199776088448 9.902807562997344e+50 4.339171145254258e+50 1.990672204565548e+33
955.816000179046 9.927500245585511e+50 4.3568258189976e+50 1.9906706893872902e+33
963.401449344833 9.954242904257255e+50 4.373291247787319e+50 1.9906692120481993e+33
971.069978568886 9.9844999790217e+50 4.39590168560077e+50 1.9906677521014086e+33
978.833992796744 1.0016547112227268e+51 4.410595275176226e+50 1.9906663091190387e+33
987.512128964909 1.0047453189284082e+51 4.424967338087951e+50 1.9906647464934646e+33
996.254982705095 1.0078315431638508e+51 4.43843296783767e+50 1.9906631687311732e+33
1004.72146053139 1.0109376061793514e+51 4.458716330426438e+50 1.9906616352530423e+33
1013.01766786158 1.0139091704567358e+51 4.483924419371673e+50 1.9906601604217162e+33
1021.23401430815 1.016767187092356e+51 4.499627881932968e+50 1.990658753841829e+33
1029.82473526312 1.0198438239906786e+51 4.519019127836553e+50 1.990657344029094e+33
1038.35805089057 1.0229001162105044e+51 4.536360205278927e+50 1.9906560131210754e+33
1046.50443010809 1.0255987052160027e+51 4.5545826970578705e+50 1.990654818235351e+33
1054.33718418398 1.0282480733270998e+51 4.572767197108597e+50 1.9906537476867506e+33
1062.04948256382 1.0310027054172627e+51 4.590021234508785e+50 1.9906527832397952e+33
1069.68525920933 1.0337162992832585e+51 4.610311360194668e+50 1.9906519592088007e+33
1076.94760914912 1.0360304193244304e+51 4.621673539125353e+50 1.9906511517051577e+33
1083.96705249521 1.038360573349057e+51 4.63775022730725e+50 1.9906499941801857e+33
1090.86742120926 1.04079483657831e+51 4.655249723849464e+50 1.99064888844169e+33
1097.7179408783 1.0430438125672629e+51 4.670114413966778e+50 1.990647787794583e+33
1104.3065735966 1.0450913160795172e+51 4.683797334264686e+50 1.9906467454958584e+33
1110.74239900965 1.0471906777792257e+51 4.695599436717323e+50 1.990645633484976e+33
1117.15781127379 1.049374437943148e+51 4.712427785341922e+50 1.990644429968968e+33
1123.58321568793 1.0514619457715279e+51 4.72687884416028e+50 1.990643182759689e+33
1130.20441647273 1.0535122385964629e+51 4.737224748665916e+50 1.9906418817209895e+33
1136.65007589337 1.0555773230855167e+51 4.752605889781951e+50 1.990640564345501e+33
1142.98849673077 1.0576561292060335e+51 4.768046834068958e+50 1.990639171905638e+33
1149.29899019798 1.0595927931786028e+51 4.781079927192015e+50 1.9906377303813889e+33
1155.69031367622 1.0615246106340254e+51 4.7932693493447456e+50 1.9906362430604626e+33
1161.97114101013 1.0635317325989966e+51 4.8064443903274635e+50 1.9906347151899172e+33
1168.21252073567 1.0655018139529582e+51 4.8203142056705655e+50 1.9906330953143806e+33
1174.56669762266 1.0674198928368611e+51 4.831683756688648e+50 1.9906313874542057e+33
1181.11597159842 1.0694507888715993e+51 4.843926674590869e+50 1.990629632927944e+33
1187.54848250081 1.071444689669193e+51 4.857916012631099e+50 1.9906279450406933e+33
1193.91195068234 1.0733613157957194e+51 4.8698063318607695e+50 1.9906263156660465e+33
1200.31443954364 1.0752942831624312e+51 4.8818292511008635e+50 1.9906247127277946e+33
1206.58937455695 1.077193104678353e+51 4.893488631664885e+50 1.9906231708892546e+33
1212.77082500441 1.0790253774298767e+51 4.906065537572e+50 1.9906216736710406e+33
1218.90543285063 1.0808568338794765e+51 4.917324222085326e+50 1.9906202004016678e+33
1224.93953478319 1.082651311526238e+51 4.928863289960098e+50 1.9906187505499737e+33
1230.90296854448 1.0843994694772581e+51 4.940460327317279e+50 1.990617315034057e+33
1236.82238135515 1.0861154903839973e+51 4.950964714480689e+50 1.9906158934899848e+33
1242.64154101408 1.0877794862597018e+51 4.962661598780581e+50 1.9906145046089695e+33
1248.37382865164 1.0894318113895902e+51 4.972986102026576e+50 1.9906131482240427e+33
1254.08883351579 1.0910652685279409e+51 4.983187447235731e+50 1.990611808544637e+33
1259.86060037187 1.0927100640884694e+51 4.993674601756409e+50 1.990610470260922e+33
1265.74121521653 1.0943909424314238e+51 5.0036580623023755e+50 1.9906091229022233e+33
1271.69259791641 1.096079521836955e+51 5.013712397656135e+50 1.990607776113613e+33
1277.71645602888 1.0977817330578618e+51 5.023933655757586e+50 1.9906064296788037e+33
1283.81537119923 1.0994996751260835e+51 5.034085714391663e+50 1.9906050821796914e+33
1289.93628727904 1.101224284563511e+51 5.0444000153342044e+50 1.9906037443463902e+33
1296.07028140443 1.1029323188407931e+51 5.054665149312917e+50 1.9906024183545804e+33
1302.19911950495 1.1046173823877008e+51 5.065128558212249e+50 1.9906011076989327e+33
1308.27599774151 1.1062796139085712e+51 5.075904489409807e+50 1.9905998221036652e+33
1314.26900874788 1.1079053771075073e+51 5.085728186322876e+50 1.9905985663434206e+33
1320.24049749454 1.1095207907622438e+51 5.095670931190217e+50 1.9905973271511726e+33
1326.25051664533 1.1111443894156047e+51 5.1048624895051156e+50 1.9905960993432648e+33
1332.31840063234 1.1127695127107829e+51 5.114200143109167e+50 1.9905948776100478e+33
1338.46726022919 1.1144060833292442e+51 5.123119215082526e+50 1.9905936644876394e+33
1344.68301783305 1.1160516945202119e+51 5.1325150204070545e+50 1.9905923913290233e+33
1350.971206619 1.117702178841199e+51 5.141255199033793e+50 1.99059106828064e+33
1357.36356170584 1.1193680262507584e+51 5.15023559816141e+50 1.990589727332961e+33
1363.86550910393 1.1210644195058567e+51 5.159022430933116e+50 1.9905883680117614e+33
1370.48373826349 1.12278929474667e+51 5.1676374715670185e+50 1.990586991129567e+33
1377.24466080126 1.124548541642917e+51 5.176056011930492e+50 1.9905855948864875e+33
1384.16718942028 1.1263422468628433e+51 5.1850843952295215e+50 1.990584177518225e+33
1391.21529012164 1.128149865455375e+51 5.194171809394975e+50 1.9905827479814753e+33
1398.33107321854 1.129948537728522e+51 5.2027797773552525e+50 1.9905813283586755e+33
1405.46620885737 1.1317009171307344e+51 5.2117875754954805e+50 1.990579916200702e+33
1412.59229271387 1.1334220449123248e+51 5.2209495617522015e+50 1.9905785191459214e+33
1419.73801762867 1.1352444070510793e+51 5.230457745567911e+50 1.9905771259193654e+33
1426.95226004011 1.1371057455223402e+51 5.2397554229495955e+50 1.9905757313238616e+33
1434.43413813981 1.1389471260567657e+51 5.248294753038288e+50 1.9905742954389494e+33
1442.31958072479 1.1408564687930461e+51 5.256016846017486e+50 1.990572791886503e+33
1450.5155906111 1.1428873627424283e+51 5.2651923218190815e+50 1.9905712019513182e+33
1458.60530197174 1.1448776494637027e+51 5.276203642177853e+50 1.9905696252967234e+33
1466.58635336492 1.1468042803407653e+51 5.28589865874606e+50 1.9905680920496444e+33
1474.61740911618 1.1487413348083938e+51 5.295086384845002e+50 1.990566564231217e+33
1482.79437910604 1.1507210166657217e+51 5.304747449337683e+50 1.99056501262917e+33
1490.89498431663 1.152654062658939e+51 5.315317214248508e+50 1.9905634719036148e+33
1498.89027913844 1.1545317020913982e+51 5.324785733917006e+50 1.9905619563248206e+33
1506.7009843294 1.156366474306998e+51 5.33460115351736e+50 1.9905604897624836e+33
1514.34377991534 1.1581570336886193e+51 5.344989114613365e+50 1.9905590706179824e+33
1521.87415367603 1.1598931054521152e+51 5.354872644231466e+50 1.990557680842057e+33
1529.31537425606 1.161596134763363e+51 5.364312782629365e+50 1.990556328863046e+33
1536.61698185906 1.1632789298943693e+51 5.373198353182216e+50 1.990555010232759e+33
1543.80837798453 1.1649302225265672e+51 5.382678030401569e+50 1.9905537216042188e+33
1550.92875512949 1.1665365934496012e+51 5.391804362132354e+50 1.9905524611463134e+33
1557.9965055372 1.1681322402418396e+51 5.400767467572619e+50 1.9905512216136987e+33
1564.92900752832 1.1697054399129812e+51 5.409656910078366e+50 1.9905500171938845e+33
1571.74445742756 1.1712208717284025e+51 5.418623875466042e+50 1.9905488445946552e+33
1578.42288810642 1.1726805549192651e+51 5.427033685464589e+50 1.9905477066692234e+33
1584.90577563549 1.1741033147442622e+51 5.435202978704096e+50 1.9905466128394947e+33
1591.27346942642 1.1755065689981307e+51 5.443653957533218e+50 1.9905455493408988e+33
1597.57191914799 1.176873161762217e+51 5.451852317410124e+50 1.9905445084267044e+33
1603.83126597432 1.1782278588640588e+51 5.4595633467696055e+50 1.990543484864045e+33
1610.07828407469 1.1795786068993564e+51 5.4672089772583245e+50 1.9905424739676792e+33
1616.28244591999 1.180908607977429e+51 5.4752810541776245e+50 1.9905414800642794e+33
1622.4151086382 1.1822155733739756e+51 5.4831571596973005e+50 1.990540506953806e+33
1628.49998457637 1.1835142238630151e+51 5.490265649756547e+50 1.9905395509442794e+33
1634.56409242669 1.1847992086634788e+51 5.497603829616608e+50 1.9905386072777612e+33
1640.59499083027 1.1860618104830303e+51 5.504775956617387e+50 1.9905376779204404e+33
1646.59633528039 1.1873184379527507e+51 5.511860764228228e+50 1.9905367619102503e+33
1652.56846413632 1.1885723629508478e+51 5.519425161036999e+50 1.9905358591754833e+33
1658.49432279229 1.1898059596746669e+51 5.526619395111503e+50 1.990534971881955e+33
1664.38075296766 1.191019862853377e+51 5.533385906853724e+50 1.990534099110654e+33
1670.25976711514 1.1922306195204991e+51 5.540020426231231e+50 1.990533235770816e+33
1676.11201219988 1.1934310453120295e+51 5.5473163894559e+50 1.9905323847521706e+33
1681.90010168622 1.1946079310578385e+51 5.554576240980627e+50 1.990531551779972e+33
1687.62958909099 1.1957694737670452e+51 5.5610872892575654e+50 1.9905307353265684e+33
1693.33152519415 1.196924041517127e+51 5.5678027495016805e+50 1.9905299315406225e+33
1698.99761378785 1.1980627179961148e+51 5.574313371135052e+50 1.9905291415553456e+33
1704.63447279175 1.199189889108253e+51 5.5803834327843935e+50 1.9905283651772884e+33
1710.25395053836 1.2003115769718279e+51 5.5868142692994235e+50 1.9905276006532142e+33
1715.85336347042 1.2014222768421553e+51 5.593009417217268e+50 1.9905268491197323e+33
1721.43065913965 1.202522675237539e+51 5.599103087983541e+50 1.9905261112796297e+33
1726.99705661978 1.2036205137308644e+51 5.605137536863205e+50 1.9905253867582752e+33
1732.55750921382 1.2047144284571168e+51 5.610825703165537e+50 1.990524676380691e+33
1738.11132775067 1.2057995130735075e+51 5.61661514587598e+50 1.9905239816038294e+33
1743.66442236231 1.2068810254574792e+51 5.622099282789108e+50 1.9905233040826024e+33
1749.2062316551 1.2079570208523266e+51 5.627757887590118e+50 1.990522648015062e+33
1754.71190931255 1.2090170644255128e+51 5.633290600096362e+50 1.990522020939994e+33
1760.17899021811 1.2100658193822729e+51 5.638798749513067e+50 1.99052142919154e+33
1765.60957385565 1.2111072579917601e+51 5.64413482367936e+50 1.990520884624332e+33
1771.00186491368 1.212135984613775e+51 5.649596875336999e+50 1.9905204171297846e+33
1776.36236560419 1.213152127959038e+51 5.6547405644162526e+50 1.990519918990724e+33
1781.70534745401 1.2141640656787114e+51 5.6602456884247355e+50 1.9905192156502388e+33
1787.01662917125 1.2151618966429607e+51 5.6655221158901615e+50 1.990518499217048e+33
1792.2931206479 1.2161443489214978e+51 5.670892017007992e+50 1.9905177873326166e+33
1797.54348053271 1.2171200964564145e+51 5.675778787656367e+50 1.9905170404108844e+33
1802.76121826472 1.2180898530569951e+51 5.680842640204175e+50 1.990516303717096e+33
1807.96228868445 1.2190524469473558e+51 5.68563890289727e+50 1.990515554139563e+33
1813.18555298602 1.2200115928401925e+51 5.69006351003583e+50 1.9905147676171472e+33
1818.42455562309 1.2209750762848743e+51 5.694754726653704e+50 1.9905139613518938e+33
1823.65942419545 1.2219382821881402e+51 5.699301956614083e+50 1.9905131285176654e+33
1828.88980896353 1.2228874385753805e+51 5.703685639775554e+50 1.9905122568339052e+33
1834.13026923169 1.2238361942798916e+51 5.708332895645006e+50 1.9905113580603698e+33
1839.35339475878 1.2247808838542473e+51 5.712879225856509e+50 1.990510444886066e+33
1844.53769783879 1.2257044607954266e+51 5.717199786651161e+50 1.9905095221612114e+33
1849.71064945243 1.226618536156358e+51 5.721599654531039e+50 1.9905085844680877e+33
1854.8851344165 1.227538315850002e+51 5.7257771713953015e+50 1.990507637767638e+33
1860.05870374497 1.228460217911869e+51 5.729756949079965e+50 1.990506685617588e+33
1865.29737169676 1.2293781728162722e+51 5.73389206112329e+50 1.990505713136892e+33
1870.64659014811 1.2303072961364782e+51 5.737844493096007e+50 1.9905047134365227e+33
1876.06239452302 1.2312551410697228e+51 5.742043248737597e+50 1.990503695549795e+33
1881.52057807445 1.232211706703321e+51 5.7461225625953535e+50 1.9905026626189375e+33
1887.0714142654 1.2331707840484222e+51 5.749929236747766e+50 1.9905016061905878e+33
1892.77542554478 1.2341525263868982e+51 5.753892059398745e+50 1.990500516599553e+33
1898.58164263127 1.2351609082693373e+51 5.758068111840079e+50 1.9904994068640318e+33
1904.44186042631 1.2361755229866585e+51 5.762119646280281e+50 1.9904982892181632e+33
1910.38842556932 1.2371825894886234e+51 5.766364832840267e+50 1.990497159225953e+33
1916.44218139816 1.2382109141240943e+51 5.770552513283144e+50 1.9904960147081288e+33
1922.52482803051 1.2392514203748346e+51 5.774823742381867e+50 1.9904948706564016e+33
1928.60528022488 1.2402735322170166e+51 5.778939282283667e+50 1.9904937313474199e+33
1934.72842436637 1.241283692812742e+51 5.7830617646857414e+50 1.9904925880730923e+33
1940.92756182123 1.2423160861330926e+51 5.787262201711466e+50 1.9904914357413344e+33
1947.12336964228 1.2433639339560709e+51 5.791588552181171e+50 1.990490290399134e+33
1953.33989127895 1.2443953356021126e+51 5.795403676625264e+50 1.9904891492725027e+33
1959.67763892847 1.2454265246891713e+51 5.799171743921966e+50 1.9904879957594355e+33
1966.14392851125 1.2464932051246793e+51 5.803050360451393e+50 1.9904868299660108e+33
1972.61149450285 1.2475685750788036e+51 5.8073473043626154e+50 1.9904856757618193e+33
1979.05688237406 1.2486081498705106e+51 5.811617045987664e+50 1.9904845380090983e+33
1985.52589502679 1.2496456159189812e+51 5.81536871174885e+50 1.9904834082582647e+33
1992.09157670915 1.2507142710864049e+51 5.8194922882109265e+50 1.9904822734567628e+33
1998.63992163795 1.2517763465967866e+51 5.824162988709807e+50 1.990481152722872e+33
2005.16005427339 1.2528001712214581e+51 5.828489156940313e+50 1.9904800472880117e+33
2011.70584594644 1.253835875991588e+51 5.8322986042186814e+50 1.9904789475484772e+33
2018.31385941855 1.2548973747831932e+51 5.836457483378196e+50 1.9904778472344586e+33
2024.88618920759 1.255935516983054e+51 5.8409043380826095e+50 1.9904767625688095e+33
2031.43673001958 1.2569457062821808e+51 5.84488211876706e+50 1.9904756908427478e+33
2038.06686772656 1.2579844849477925e+51 5.8486277650390025e+50 1.99047461531135e+33
2044.73349496516 1.2590400106843964e+51 5.85286972308048e+50 1.990473542765243e+33
2051.36514298095 1.2600518759827492e+51 5.857229192308591e+50 1.9904724843967995e+33
2057.96045228924 1.2610538843661322e+51 5.860907904643306e+50 1.9904714402370518e+33
2064.63863059828 1.2620894710393008e+51 5.864695829448554e+50 1.990470391046573e+33
2071.3031178234 1.2631194424946413e+51 5.869091129842836e+50 1.990469352181527e+33
2077.92971000445 1.2641034665015335e+51 5.87316692137488e+50 1.990468327101404e+33
2084.54500848628 1.2650999664272532e+51 5.87664648081738e+50 1.9904673116681432e+33
2091.25522384614 1.2661320501058658e+51 5.880334726409612e+50 1.990466289454536e+33
2097.91468610803 1.267122214104201e+51 5.884771846197473e+50 1.9904652827061912e+33
2104.52068704564 1.2680857498513569e+51 5.888571552842597e+50 1.9904642913212686e+33
2111.15169208907 1.2690767188009234e+51 5.891973063695302e+50 1.990463303253926e+33
2117.82453210379 1.2700840244780908e+51 5.895873525411267e+50 1.9904623158863883e+33
2124.42679883992 1.2710279206199383e+51 5.900179244404688e+50 1.9904613457909712e+33
2130.97995653963 1.2719716257202345e+51 5.903601401655817e+50 1.9904603894885196e+33
2137.6196975959 1.2729542487809152e+51 5.906856142874946e+50 1.9904594270769188e+33
2144.25426917187 1.273922728353052e+51 5.910894735665082e+50 1.9904584720255106e+33
2150.83326897668 1.2748290421459075e+51 5.9148529419208075e+50 1.9904575314136952e+33
2157.40003296845 1.2757111901282465e+51 5.917701594434067e+50 1.990456599110766e+33
2164.12517866078 1.2766146629915932e+51 5.920908168230659e+50 1.9904556512687602e+33
2170.84865362147 1.2775515703805769e+51 5.924889015603474e+50 1.990454710774201e+33
2177.5637599698 1.278530525066741e+51 5.928798297393145e+50 1.990453778628557e+33
2184.38143363818 1.2795800627272727e+51 5.93151016242692e+50 1.9904528399031226e+33
2191.67044889927 1.2805950185988295e+51 5.93417174295097e+50 1.9904518452690208e+33
2199.56144680585 1.2816352509654745e+51 5.9362571644833085e+50 1.9904507789832743e+33
2208.04523117918 1.2827967712773433e+51 5.9378758613745265e+50 1.990449645257818e+33
2216.4951808219 1.2840052999764504e+51 5.939680253307019e+50 1.99044852973214e+33
2224.84105988543 1.2851847702399947e+51 5.943516379563903e+50 1.990447442525975e+33
2233.1265199136 1.2862844869207568e+51 5.947588162673781e+50 1.9904463777980222e+33
2241.37348084535 1.287389256414622e+51 5.950458253211008e+50 1.9904453346519046e+33
2249.79203619203 1.2885469007629377e+51 5.952203053946844e+50 1.9904442888386245e+33
2258.29122200081 1.2896973048478547e+51 5.954486431179032e+50 1.990443213557545e+33
